Nome: BRASILIA
Codigo Estacao: A001
Latitude: -15.78944444
Longitude: -47.92583332
Altitude: 1160.96
Situacao: Operante
Data Inicial: 2001-01-01
Data Final: 2019-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2003-05-05;.8;887.4;16.3;27.3;21.6;16.7;73.7;47;10;2.3;
2003-05-06;.4;887;16.5;27.1;21.2;17.4;75.6;41;7.6;1.9;
2003-05-07;0;887.5;15.4;23.3;19.4;16.3;78.3;61;6.8;1.9;
2003-05-08;0;888.5;9.4;23.4;17.7;11.7;59.4;44;6;2;
2003-05-09;0;889.1;5.7;25;17.5;10.5;48.5;20;6.2;2.3;
2003-05-10;0;889.4;8.6;25.6;18.4;13;54;36;8;3;
2003-05-11;0;891.2;12.4;24.5;19;15;66.8;45;8.6;3.3;
2003-05-12;0;890.9;12.2;23.1;17.9;13.8;70.5;49;9.5;3.7;
2003-05-13;0;890;12.3;22.4;18.2;14.3;69.3;53;7.3;2.9;
2003-05-14;0;889.2;13.5;25.1;19.4;14.8;70.5;47;7.8;2.9;
2003-05-15;0;890;13.8;25.6;20;15.9;68.9;46;10.1;3.7;
2003-05-16;0;889.8;14.1;24.4;19.6;16.6;71.8;47;10.4;4.7;
2003-05-17;0;889;12.3;24.4;19.2;15;65.8;40;10.3;3.7;
2003-05-18;null;null;null;null;null;null;null;65;4.4;null;
2003-05-19;null;889.2;12.4;26.1;19.5;null;64.9;40;10.6;3.2;
2003-05-20;0;889.1;13.4;26.3;20.8;16.5;64.3;35;8;2.9;
2003-05-21;0;888.2;12.1;27.1;20.4;14.1;61.9;35;6.6;1.7;
2003-05-22;0;888.3;11.3;27.5;21;14.3;56;33;7.5;2.1;
2003-05-23;0;888;11.1;28.2;21.3;14.8;54.5;32;8.5;1.9;
2003-05-24;0;886.3;12.5;28.1;21.1;14;61.4;26;9.9;3;
2003-05-25;0;886.5;15.7;25.3;19.6;17.7;79.2;49;9.1;1.6;
2003-05-26;6.8;887.3;15.5;26.6;19.8;14.1;78.8;47;6.5;1.2;
2003-05-27;1;889.4;14.9;24.7;19.9;15.8;74.6;48;6.5;1.9;
2003-05-28;0;890;15.2;24.8;20;15.8;74.1;55;9.5;2.6;
2003-05-29;0;889.8;15.4;22.9;18.6;16;82.9;63;6.5;2.2;
2003-05-30;0;890.1;15.1;24.8;19.7;16.4;76.2;51;8.4;3.1;
2003-05-31;0;890.8;13.3;23;18.8;15.3;71.2;54;8.8;3.2;
2003-06-01;0;890.3;13.1;25.4;19.5;15.4;67.8;43;8;3.1;
2003-06-02;0;889.5;13.4;25.8;20.6;16.9;64.3;46;9.5;2.9;
2003-06-03;0;888.5;15;27.9;21.9;17.4;66.3;40;5.9;2.1;
2003-06-04;null;null;null;null;null;null;null;54;5.3;null;
2003-06-05;null;889;14.5;27.2;21.5;16.3;66.4;40;6.9;2.2;
2003-06-06;0;889.5;13.1;25.3;20.7;16.8;62.9;42;8.4;3.3;
2003-06-07;0;889.6;12.6;25.1;19.6;15.4;65.4;41;9.5;2.6;
2003-06-08;0;889.1;10.3;25.8;19.9;15.1;56.8;27;9.6;3.2;
2003-06-09;0;889.7;11.2;25.3;19.7;14.1;60.2;32;10.2;3.4;
2003-06-10;0;890.3;11.9;24.5;19.4;15.4;63.2;37;9.6;3.9;
2003-06-11;0;889.2;11.2;25.2;19.6;14.5;60.5;36;8.8;2.9;
2003-06-12;0;888.2;11.1;27.3;20.4;13.3;58.4;29;6.9;2;
2003-06-13;0;887.9;11.8;26.8;20.6;14;60;32;8.1;2.2;
2003-06-14;0;888.7;10.3;26.1;20.7;15.2;54;29;8.1;2.3;
2003-06-15;0;889;9.4;26.4;20.3;15.9;52.2;26;9.2;2.9;
2003-06-16;0;889.4;9;25.8;19.5;13.2;52.9;28;8.2;2.7;
2003-06-17;0;888.9;9.6;26;19.2;12.4;56.6;31;6.4;2;
2003-06-18;0;889.2;10.8;25.9;19.4;12.3;60.3;33;6.6;2.1;
2003-06-19;0;889.7;8.9;26.4;19.7;13.1;53.5;24;5.7;1.4;
2003-06-20;0;889.1;6.5;25.5;18.9;11.9;47.5;25;6;1.4;
2003-06-21;0;889.3;6.5;26.2;19.6;12.4;44.8;26;5.6;1.7;
2003-06-22;0;888.5;5.9;25.4;18.6;12;45.4;26;6;1.7;
2003-06-23;0;888.6;5.7;27.3;18.8;10.3;46;18;7.9;1.5;
2003-06-24;0;890.8;7.2;25.5;18.8;11.6;49.3;26;7.6;1.8;
2003-06-25;0;890.6;9.2;24.7;19;13.6;54.1;35;9.3;3.2;
2003-06-26;0;889.6;10.8;26.1;19.7;13.5;58.3;37;7.7;2.4;
2003-06-27;0;889.3;8.8;26.2;20.3;13.2;50.1;25;8.5;2.6;
2003-06-28;0;890.1;6.8;24.6;19.2;14.5;46.2;26;7.8;2.8;
2003-06-29;0;890;6.1;24.9;18.1;9.9;48.8;23;10;2.6;
2003-06-30;0;890.4;5.6;25.1;18.8;12.9;44.3;22;9.6;2.9;
2003-07-01;.2;891;6.7;23.6;18;13;48.8;31;9.8;3.5;
2003-07-02;0;907;7.3;23.7;17.5;11.2;58.4;29;7;2.1;
2003-07-03;0;890;4.8;26.5;18.2;10.2;45.3;16;6.4;1.8;
2003-07-04;0;889.1;5;25.9;18.5;9.8;44.4;21;7.3;2.2;
2003-07-05;0;887.7;4.4;25.9;18.5;10.9;42.1;21;7.5;1.4;
2003-07-06;0;887.4;4.7;25.6;18.7;11.4;42.7;21;8.5;1.6;
2003-07-07;0;888.3;5.2;26.2;18.9;10.7;42.7;24;6.8;1.7;
2003-07-08;0;888.1;6.9;27.5;20;12.4;44.9;23;8;2.5;
2003-07-09;0;887.9;8.3;28.3;20.3;14.1;48.1;24;5.8;1.3;
2003-07-10;0;888.4;8.7;28.2;21.1;13.7;48.2;22;7.5;1.7;
2003-07-11;0;889.5;8.1;28;21.2;13.9;45.3;23;5.8;1.3;
2003-07-12;0;891.1;9.6;26.8;20.3;13.7;53.5;27;8.5;2.5;
2003-07-13;0;891.7;11;24.4;19.1;15.2;60.8;43;10.2;4;
2003-07-14;0;891.8;10.8;22;17.4;12.9;67.4;40;11.5;4.8;
2003-07-15;0;891.9;11.2;22.8;17.2;14.2;69.8;40;12;4.1;
2003-07-16;0;892.5;9.4;23.4;17.9;12.6;60;34;9.5;3.4;
2003-07-17;0;893.2;9.5;24.2;18.7;14.7;56.8;35;8.5;2.7;
2003-07-18;0;893.6;9.6;24.5;18.5;14.2;58;33;9.5;3;
2003-07-19;0;893.3;8.5;26.4;19.2;12.6;52.3;27;8.4;2.8;
2003-07-20;0;891.8;7.4;27;19.8;13.5;48.1;17;7.5;2.8;
2003-07-21;0;891.5;5.7;25.7;19.4;12.2;43;21;8.8;2.5;
2003-07-22;0;891.4;8.3;25.5;19.2;13;50;36;10.6;3.5;
2003-07-23;0;891;9.6;24.3;19.3;15.1;55.4;33;9.1;3.6;
2003-07-24;0;890.9;8.3;25.7;19.4;14.4;49.7;32;11.8;3.9;
2003-07-25;0;891.8;10.1;24.1;19.1;15.2;56.5;40;8.6;3.1;
2003-07-26;0;892.7;9.4;24.6;19.3;15.3;54.2;32;9.8;3.3;
2003-07-27;0;891.8;8.5;23.7;18.4;13.5;54.3;30;11.1;3.9;
2003-07-28;0;891.1;8.4;24.3;19.1;13.9;51.7;32;12.3;4.1;
2003-07-29;0;891.5;8.6;23.3;19.4;15.5;50.5;36;9.8;3.5;
2003-07-30;0;891.2;7.8;24.9;19.9;16.6;46.3;31;7.5;2.5;
2003-07-31;0;889.4;8;25.8;20.7;15.8;45.2;29;7.3;2.5;
2003-08-01;0;889.2;9.4;26.8;21.4;16.9;48;26;7.9;2.5;
2003-08-02;0;890.8;9.7;27;21.2;16.8;49.6;29;9.2;3.4;
2003-08-03;0;891.5;8.6;25.2;20.2;15.7;48.6;30;9.7;3.9;
2003-08-04;0;889.9;8.7;24.9;19.5;14.2;50.8;33;8.8;3;
2003-08-05;0;888.7;8.9;27.9;20.4;13.2;49.9;27;7.1;2.3;
2003-08-06;0;888.6;9;28.3;21.4;14.7;47.3;27;7;1.9;
2003-08-07;0;888.5;8.8;29.5;22.5;15;43.5;25;8.3;1.4;
2003-08-08;0;888.8;8.4;28.9;22.8;16.3;41.7;22;9.2;2.4;
2003-08-09;0;890.3;6.7;28.4;22.8;18.1;36.5;19;8.4;3.1;
2003-08-10;0;890.2;10.2;27;21;15.5;53.3;29;8.4;2.4;
2003-08-11;0;889.1;9.1;28.2;22.1;15.4;45.9;26;6.7;1.8;
2003-08-12;0;888.8;8.3;29;23.2;16.9;39.7;25;6.3;2.2;
2003-08-13;0;null;null;28.5;null;18;46.5;27;6.6;null;
2003-08-14;null;null;null;null;null;null;null;56;6.3;null;
2003-08-15;null;null;null;null;null;null;null;null;null;null;
2003-08-16;null;null;null;null;null;null;null;null;null;null;
2003-08-17;null;null;null;null;null;null;null;null;null;null;
2003-08-18;null;null;null;null;null;null;null;18;7.2;null;
2003-08-19;null;892;10.5;26.1;20.5;14.9;54.2;33;9.2;3.5;
2003-08-20;0;892.2;11.8;25.2;19.1;13.5;64.6;39;9;3.6;
2003-08-21;0;889.9;9.8;26;20.1;15.2;54.3;31;9.7;3.2;
2003-08-22;0;889.6;7.4;27.6;21.5;15.6;42;22;8.7;3;
2003-08-23;0;889.5;8.5;28.5;21.8;14.7;44.4;23;8.2;2.4;
2003-08-24;0;889.3;12.6;27.2;21.3;17.2;58.8;36;8.6;2.5;
2003-08-25;1.8;888.4;12.3;28;21.1;15.7;58.5;33;7.6;1.8;
2003-08-26;.2;888.2;14.2;26.8;19.4;14.9;73;44;11.6;2.4;
2003-08-27;7.4;888.8;15.4;26.3;19;15.8;79.9;47;14.2;2.6;
2003-08-28;16;889.1;15;27.4;20.3;17;73.7;38;7.6;2.1;
2003-08-29;9.4;890;13.1;25.1;19.5;15.3;68.1;46;6.9;1.7;
2003-08-30;0;890;12.4;26.1;20.9;16.3;58.4;47;8;2.4;
2003-08-31;0;890.8;14.5;26.9;21.6;18.1;65.3;39;7.3;2.1;
2003-09-01;0;891;12.8;28.5;22.8;18.4;55.3;31;8.8;2.3;
2003-09-02;0;891.4;11.5;27.9;22.3;17.8;51.8;33;7.7;2.6;
2003-09-03;0;891.6;11.7;25.9;21.4;17.8;55;38;10.1;3.7;
2003-09-04;0;null;null;22.8;null;15.5;71;52;11.9;null;
2003-09-05;null;891.9;11;null;null;null;52.4;32;9.8;3.9;
2003-09-06;0;890.5;10.4;27;21.1;14.8;52.6;28;8.6;3.5;
2003-09-07;0;889.5;8.9;27.4;21.8;15.8;45.2;26;8.8;3.5;
2003-09-08;0;889;8.6;27.5;22.1;16.9;43.2;26;8;3.5;
2003-09-09;0;889.2;8.7;28.3;22.9;18.4;40.8;28;8.3;3.2;
2003-09-10;0;888.6;8.5;29.3;23.8;16.7;38.7;25;7.2;2.1;
2003-09-11;0;888.5;12.2;28.6;21.8;14.8;58.8;32;9.4;2.7;
2003-09-12;0;888.8;11.8;30;23.8;17.1;49.5;28;16.3;3.1;
2003-09-13;0;889.4;11.9;29.3;23.7;20;48.5;31;7.7;2.8;
2003-09-14;2.6;889.2;13.2;28.6;21.6;17.5;61.5;33;10.9;2.7;
2003-09-15;.4;888.5;13;29.1;22.3;17.5;57.7;31;9.8;3.4;
2003-09-16;3.2;888.9;14.4;25.6;20.2;17.7;69.9;48;10.7;3.4;
2003-09-17;2.6;888.4;15.5;26.1;20.1;16.5;76;49;7.9;2.1;
2003-09-18;.8;887.9;15.2;27.3;21.7;18.2;67.6;44;7.8;3.1;
2003-09-19;0;887;12.9;29.7;23;17;54.7;32;9.5;3.6;
2003-09-20;0;887.7;12.6;29.4;23.6;18;51.8;33;8.9;3.9;
2003-09-21;0;888.4;7.9;29.1;23.4;18.4;38.6;22;11.7;3.8;
2003-09-22;0;889.1;9.6;27.6;23.2;19.4;42.3;31;9.5;3;
2003-09-23;0;887.5;9.1;30.3;24.2;17;40.4;23;8.8;2.3;
2003-09-24;0;886.1;6;32.7;25.5;17;31.8;12;6.8;2;
2003-09-25;0;885.3;3;33.2;26.6;17.8;23.3;13;7;2;
2003-09-26;0;885;3.2;32.5;26.2;19.8;23.7;12;8.6;2.2;
2003-09-27;0;884.5;11.5;29.2;23.7;20.5;47.9;17;11.3;2.4;
2003-09-28;.4;885.6;14.1;25.1;21.8;19.9;62;47;6.2;1.6;
2003-09-29;.2;887.1;15.7;24.6;20.6;18;73.8;56;7.5;1.9;
2003-09-30;.8;887.6;16;26.6;21.5;17.9;72.5;49;6.5;2.4;
2003-10-01;.2;887.3;15.7;28.1;22.6;17.9;66.5;41;7.9;2.4;
2003-10-02;0;887.3;13.9;29;23.1;18.1;59.7;27;9.5;4;
2003-10-03;0;887.7;11.4;29.5;23.3;17.3;50;27;9;3.5;
2003-10-04;0;887.7;11;29.8;24.8;20.8;43.2;25;10.1;3.9;
2003-10-05;0;886.9;10.1;30.1;null;20.4;41.6;23;9.7;3.8;
2003-10-06;null;885;9.1;31.1;25.7;21.2;35.7;25;9.8;2.6;
2003-10-07;.4;886.1;14;30.7;23.9;19.8;56.1;30;7.4;2;
2003-10-08;.2;885.9;15.8;29.6;22.4;20.1;68.1;37;12.3;3;
2003-10-09;33.4;886.1;16;24;20.6;17.9;75.9;57;8;2.7;
2003-10-10;0;886.2;15.1;27.3;21.6;18;68.8;41;8;2.4;
2003-10-11;1;886.5;16.1;26.5;21.5;18.1;72.6;48;7.9;2.4;
2003-10-12;5;886.3;16.3;27.4;21.5;18.1;73.5;48;8.1;1.8;
2003-10-13;0;887.2;15.8;23.9;20.6;18.2;74.6;56;8.1;2.9;
2003-10-14;.2;888.5;15;24.6;20;17;73.8;52;9.1;3.5;
2003-10-15;0;888.8;12.9;26.6;20.8;16.7;63.3;34;10.2;3.8;
2003-10-16;0;888.8;9.3;27.5;21.3;16.5;48;26;8.3;3.1;
2003-10-17;0;887.3;6.2;28.6;22.4;15.9;37.3;19;7.4;2.6;
2003-10-18;0;886.7;5;31;23.5;14.9;32.9;16;13.1;1.9;
2003-10-19;0;887.1;6.2;31.3;24.8;16.9;32.7;17;9.3;1.8;
2003-10-20;0;886.3;5.9;32.7;26.1;17.2;29.4;17;7.5;1.9;
2003-10-21;0;884.7;5.2;33.1;27.4;19.7;25.1;15;8.8;2.5;
2003-10-22;0;885.2;13.9;31.2;23.8;19.4;56.8;24;9.5;2.6;
2003-10-23;7;886.6;15.9;27.4;21;17.3;74.3;40;9;2.4;
2003-10-24;2;889.2;16.1;20.8;17.9;16.9;89.7;82;12.1;3.7;
2003-10-25;1.8;null;null;null;null;14;81.5;36;7.8;null;
2003-10-26;null;885.2;14.3;29.7;23.3;null;59;32;8;2.2;
2003-10-27;3.6;884.7;15.1;28.3;21.8;17.8;67.7;39;9.5;2;
2003-10-28;0;886.6;15.3;27.6;20.5;16.4;74.3;39;8.6;2;
2003-10-29;.2;886.8;14.6;27.1;21.8;18.5;65.3;41;8.1;2.3;
2003-10-30;0;887;15.5;22.3;19.7;18.3;76.8;59;6;2;
2003-10-31;.2;885.3;14.8;26.8;21.5;17.4;67.8;40;6.2;1.7;
2003-11-01;0;885.6;15.8;25.6;21.3;18.6;71;52;6.9;1.5;
2003-11-02;0;885;16.3;26.3;21.4;17.5;74.2;48;9.2;3;
2003-11-03;null;null;null;null;null;18;null;56;4.5;null;
2003-11-04;null;884.6;16.5;26.5;21.6;null;74.5;51;8.9;3.2;
2003-11-05;0;886;16.2;25;20.7;18;76.2;56;8.3;2.9;
2003-11-06;.2;885.9;16.8;21.5;18.8;18.5;88.6;75;11;2.8;
2003-11-07;0;884.8;15.5;26.7;19.2;15.6;80.3;45;9.7;2.5;
2003-11-08;0;884.8;16.4;27.3;20;16;81.3;42;8.9;1.9;
2003-11-09;0;885.4;16.1;28.1;22.4;18.1;69.1;40;9.6;1.9;
2003-11-10;0;886.4;15.7;28.9;23.1;16.7;66;36;6.8;2;
2003-11-11;0;885.9;15.9;28.3;22.4;17.3;68.6;39;14.2;3.3;
2003-11-12;0;886.2;15.7;28.1;23.3;18.3;63.6;45;10.7;2.9;
2003-11-13;0;886.4;16.3;28.4;22.1;20.1;71.4;43;15.6;2.4;
2003-11-14;31;886.1;16.5;27.5;20.8;17.3;77.9;47;15.5;1.7;
2003-11-15;16.6;887.4;17.3;25.2;21.1;18.3;79.6;56;8.7;2.1;
2003-11-16;0;886.8;16.5;26.1;21.6;18.4;73.4;55;12.5;2.9;
2003-11-17;23.2;885.7;17;27.8;21.9;17.7;75.5;47;11.2;1.6;
2003-11-18;1;885.9;16.7;26.7;21.2;18;76.5;52;11.4;2.3;
2003-11-19;28.6;885.1;17.3;25.7;21.1;18.9;79.5;57;7.1;1.8;
2003-11-20;10.8;886.2;17.1;23.3;19.7;18;85.5;64;5.6;1.9;
2003-11-21;1.4;887;17;26.8;21.1;17.6;78.7;52;8.1;2.8;
2003-11-22;0;886.9;16;27.1;21.9;17.8;71.1;47;10.5;4.1;
2003-11-23;0;885.9;13.8;27.5;23.1;19.3;56.3;39;9;3.1;
2003-11-24;0;885.1;13.8;26.4;22.4;18.7;59.6;39;6.3;1.7;
2003-11-25;0;885.6;14.9;28.8;22.7;18.1;62.7;41;8.2;1.8;
2003-11-26;1.8;886.7;17.6;28.2;22;18.2;77.9;45;7.6;1.7;
2003-11-27;0;885.7;17.2;29;21.7;18.6;77.6;45;24.3;1.9;
2003-11-28;24.6;884.3;16.9;28.9;22.6;17.7;72.6;41;6.7;2.3;
2003-11-29;0;883.5;17.5;27.2;20.6;18.6;83;56;19.1;1.8;
2003-11-30;44.2;884.1;17.1;27.2;21.4;16.6;77.8;52;12.1;2;
2003-12-01;1;884.5;17;27.3;22;18;74.5;50;9.6;2.4;
2003-12-02;.8;883.8;17.8;27.3;22.2;19.3;77.5;51;10.3;2.6;
2003-12-03;19;884.8;17.5;27.1;20.8;17.7;82.9;52;10.9;1.7;
2003-12-04;.6;884.8;17.8;28.2;22.3;18.2;77.3;46;8;2;
2003-12-05;0;884.6;18;29.2;23.1;19.6;74.4;45;12.3;2.6;
2003-12-06;0;884.5;17.6;27.8;22.8;18.8;73.2;49;10.8;2.8;
2003-12-07;4;885.3;17.9;27.7;22;18.9;78.5;51;9;3;
2003-12-08;3.4;886.5;17.3;26.6;21.6;18.7;77.8;52;11.6;2.6;
2003-12-09;1.2;887.5;17.1;26.9;21;18.4;79.8;48;9;2.4;
2003-12-10;19;886.5;16.5;29.8;22.8;17.2;70.4;39;11.6;1.5;
2003-12-11;6.8;887.5;15.7;29.5;23.9;17.7;63.2;31;9.5;2.8;
2003-12-12;0;887;13.8;30.2;25.1;18.6;52.6;29;8;1.9;
2003-12-13;0;885.5;14.1;31;25.6;20.7;52.5;24;8.7;3.2;
2003-12-14;0;885.9;13.4;30.4;25.4;19.3;49.6;30;10.3;2.6;
2003-12-15;0;886.6;12.5;30.3;25.9;20;45.2;25;8.7;2.7;
2003-12-16;0;886.4;13;32.1;25.9;18.8;46.9;27;7.5;2;
2003-12-17;0;886.1;14;31.6;25.7;19.2;50.6;27;7.9;2.2;
2003-12-18;.2;887.3;15;29.6;24.9;20.7;55.3;38;11.7;3.8;
2003-12-19;0;889.1;12.8;28.7;24.2;19.8;49.8;32;12;4.1;
2003-12-20;0;888.8;13;30.3;24.3;18;50.9;32;9.1;2.6;
2003-12-21;0;887.1;14;31;24.9;18.3;51.9;31;9.6;2.2;
2003-12-22;null;null;null;null;null;19;67.4;47;9.2;null;
2003-12-23;null;885.7;17.1;27.2;21.9;18.8;75;48;8.8;2.1;
2003-12-24;0;886.1;17.5;25.2;null;18.5;76.1;60;8;1.9;
2003-12-25;null;null;null;null;null;null;80;56;8.3;null;
2003-12-26;null;885.9;17.6;25.3;21.2;18.4;80.9;54;10.3;2.9;
2003-12-27;0;884.9;16.8;20.8;18.7;18.9;88.9;77;8.9;2;
2003-12-28;67;884.3;16.2;24.2;18.2;16.1;88.4;64;11.6;2.2;
2003-12-29;19.8;885.4;16.6;24.1;19.2;17.1;85;60;8.7;1.9;
2003-12-30;15.2;886.6;16.5;25.5;21.3;16.9;75.5;48;8.3;2.2;
2003-12-31;.8;886.9;17.4;28.2;22.5;19.2;73.6;46;9.5;1.7;
2004-01-01;0;885.9;18;26.9;22;19.9;78.3;60;8.1;1.9;
2004-01-02;3.6;885.2;17.8;27.4;22.6;19;75.6;51;10;2.6;
2004-01-03;0;884.8;18.6;26.4;21.9;19.9;82.3;57;7.4;1.5;
2004-01-04;20.6;884.9;18;26.3;21.5;18.8;81.8;53;7.6;1.8;
2004-01-05;0;885.3;17.6;27.3;22;18.3;77;55;9.2;2.1;
2004-01-06;13.4;885.9;17.6;27.5;21.9;17.5;77.9;47;9.4;2.5;
2004-01-07;1;886.2;18;26.7;21.7;18.3;80;56;7.8;1.7;
2004-01-08;2.8;885.5;17.1;26.8;21;18.4;80.2;52;11.4;2;
2004-01-09;2.4;884.6;17;27.5;22.2;18.6;73.7;49;9.4;2.4;
2004-01-10;.4;883.3;17.9;26.1;21.7;18.8;79.6;57;11.1;2.8;
2004-01-11;3.8;883.5;18.8;26.7;21.3;19;86.1;63;10.4;3.8;
2004-01-12;22;884;19.2;23.4;20.9;19.4;89.7;78;11.1;3.5;
2004-01-13;1.2;883.4;18.4;26.3;21.4;19;83.8;59;11.1;3.7;
2004-01-14;3.2;882.7;18.7;25.4;20.9;19.2;87.4;66;8.9;3.3;
2004-01-15;.2;882.5;18.3;26.6;21.2;19.3;84.3;57;10.8;3.5;
2004-01-16;24.2;882.7;18.5;24.9;19.9;18.7;91.9;67;8.6;2.6;
2004-01-17;28.6;883.5;18.8;24;20.6;19;89.9;68;5.1;1.5;
2004-01-18;10.6;883.6;18.7;24.5;21.3;19.6;85.8;69;8.5;2.8;
2004-01-19;4;883.6;18.6;25.6;20.8;18.7;87.7;69;8.5;2.9;
2004-01-20;6;883.5;18.7;25.1;20.6;19.1;89.3;63;8.3;2.7;
2004-01-21;32.4;884;18.2;22.1;19.8;18.8;90.9;78;6.3;2;
2004-01-22;8.8;882.5;18;24.3;20.5;18.6;86.5;63;9.3;2.8;
2004-01-23;3;882;17.8;24.2;19.9;18.2;87.9;67;11.3;3.4;
2004-01-24;9.2;883.2;18.1;21.3;19.6;18.4;91.3;85;9.4;3.7;
2004-01-25;38.4;883.5;17.8;21.9;19.1;18.3;92.3;80;9.7;3.7;
2004-01-26;37.2;883.8;18.1;25.3;19.8;18.1;90.2;65;10.5;4.2;
2004-01-27;34;884.6;18;23.2;19.4;18.4;91.7;74;11.3;3.1;
2004-01-28;18.4;886.2;17.9;24.7;20.3;17.7;86.3;63;10.3;2.6;
2004-01-29;4.4;886.4;17.1;26.3;22;18.5;75;54;10;3.1;
2004-01-30;0;886.5;16.6;25.6;21.8;18;73.6;52;8.8;2.9;
2004-01-31;0;887.4;16.6;27.1;22;18.4;72.5;48;10.3;2.7;
2004-02-01;11.2;888.4;17.7;24.5;20.1;17.9;86.8;64;7.4;1.7;
2004-02-02;13.4;null;null;null;null;18.2;86;65;6;null;
2004-02-03;null;null;null;null;null;null;null;null;null;null;
2004-02-04;null;null;null;null;null;null;null;null;null;null;
2004-02-05;null;null;null;null;null;null;59.5;46;6.8;null;
2004-02-06;0;884.9;18.1;26;null;18.6;80;57;6.9;2.3;
2004-02-07;null;null;null;26.8;null;17.5;84.5;52;9.6;null;
2004-02-08;null;null;null;null;null;null;null;null;null;null;
2004-02-09;null;null;null;null;null;null;null;80;7.4;null;
2004-02-10;null;885.4;17.4;22.4;null;17.2;91.2;69;19;3.1;
2004-02-11;null;null;null;null;null;17.2;null;92;null;null;
2004-02-12;null;null;null;null;null;null;null;91;null;null;
2004-02-13;null;null;null;null;null;null;null;80;3.8;null;
2004-02-14;null;886.5;17.8;26.4;21.6;null;79.8;54;8.3;2.3;
2004-02-15;.2;885.6;17.9;24.8;20.5;19.4;85.4;63;12.2;3;
2004-02-16;3.8;886;17.4;25.7;20.7;17.9;82.7;58;10.3;3.1;
2004-02-17;null;886.8;17.8;28.1;null;18.5;79.4;50;9.3;1.9;
2004-02-18;43.6;887.3;17.8;24.3;19.7;17.8;89.4;68;8.4;2.2;
2004-02-19;13.4;null;null;26.1;null;18.3;87.8;57;6;null;
2004-02-20;null;null;null;null;null;null;null;62;8.8;null;
2004-02-21;null;886.5;17.9;26.5;20.2;18.4;87.4;59;8;1.3;
2004-02-22;35;887.3;18;26.9;20.8;18.6;84.7;53;7.2;1.6;
2004-02-23;2.6;886.6;17.6;25.2;20.1;18;86.2;63;10.8;1.9;
2004-02-24;1.4;886.2;17.6;23.7;20.2;18.1;85.7;67;9.8;2.7;
2004-02-25;3.8;887;17;26.2;null;18.2;84.3;56;12.2;2.8;
2004-02-26;4.8;888.2;15.3;28;21.7;17.3;69.1;37;7.9;1.7;
2004-02-27;8.6;887.1;17.8;27.9;22.3;18.5;77.6;47;8.6;2.7;
2004-02-28;0;884.2;17.3;27.4;21.6;17.8;77.7;45;9.9;2.7;
2004-02-29;.6;884.8;17.5;28.5;21.7;18;79.4;46;7.2;2.4;
2004-03-01;0;886.1;16.7;28.3;21.5;16.6;75.7;45;7.2;1.9;
2004-03-02;0;886.1;17.6;28.6;21.9;18.4;77.8;43;8;1.9;
2004-03-03;5.6;886;17.7;26.3;21.5;18.8;80.2;49;6.9;1.6;
2004-03-04;.4;885.9;17.1;28;21;16.9;79.4;49;16.7;2.1;
2004-03-05;null;887.6;17.8;24.2;null;17.8;86.7;68;9.4;2.6;
2004-03-06;null;887.8;17.3;24;null;17.8;83.8;64;8;2.7;
2004-03-07;.8;888.5;16;26.2;21.8;18.1;71.1;43;7.7;2.8;
2004-03-08;0;888.9;16.6;26.6;22;18.7;72.6;49;9.1;3.6;
2004-03-09;0;889.2;15.3;26.6;22;18.4;66.9;43;9.1;3.8;
2004-03-10;0;889.5;16.3;27.2;22.4;19.5;69;51;9.3;3.6;
2004-03-11;0;887;17;28.4;22.6;19.3;72.1;47;7.8;2.6;
2004-03-12;0;885.4;17;28.3;23.1;19.2;70.3;41;6.4;1.6;
2004-03-13;.2;886.2;17.3;27.4;22.2;20.8;74;52;10.1;2;
2004-03-14;27.6;887.1;18;26.2;21.2;18.5;84.6;58;9.3;1.9;
2004-03-15;12.4;885.6;18.2;25.9;21.4;18.7;85.9;59;8.4;2.1;
2004-03-16;2.6;884.2;18.2;26.4;21.6;18.6;81.7;58;9;2.4;
2004-03-17;4.4;883.9;17.4;21.7;19.7;17.9;86.8;67;6.6;1.8;
2004-03-18;7.8;883.9;17;26.7;20.9;17.5;79;56;7.5;2.1;
2004-03-19;0;884.5;17.9;22.7;19.8;18.5;88.8;77;11;2;
2004-03-20;12.8;884.1;17.9;23.3;20;18.2;88.1;70;9.9;2.8;
2004-03-21;2.6;883.8;17.7;27.1;21.3;18.1;81.2;50;6.2;1.7;
2004-03-22;1.2;null;null;null;null;17.3;83.2;58;5.5;null;
2004-03-23;null;null;null;null;null;null;null;56;13.7;null;
2004-03-24;28.4;885.9;17;25.9;21.2;16.9;78.3;54;7.4;1.7;
